left,bottom,right,top,lon,lat,학교,도서관,문화시설,주민자치센터,체육시설,민원행정기관,cctv,주차장
937200,1953600,937500,1953900,126.7904474,37.58100598,0,0,0,0,0,0,0,0
937500,1953600,937800,1953900,126.7938449,37.58102635,0,0,0,0,0,0,0,0
937500,1953900,937800,1954200,126.7938193,37.58373021,0,0,0,0,0,0,0,0
937500,1954200,937800,1954500,126.7937938,37.58643406,0,0,0,0,0,0,0,0
937800,1954500,938100,1954800,126.7971661,37.5891582,0,0,0,0,0,0,0,0
937800,1954800,938100,1955100,126.7971407,37.59186205,0,0,0,0,0,0,0,0
937800,1955100,938100,1955400,126.7971152,37.5945659,0,0,0,0,0,0,0,0
937800,1955400,938100,1955700,126.7970898,37.59726976,0,0,0,0,0,0,0,0
937800,1955700,938100,1956000,126.7970643,37.59997361,0,0,0,0,0,0,0,0
938100,1951500,938400,1951800,126.8008168,37.56213975,0,0,0,0,0,0,0,0
938100,1955100,938400,1955400,126.8005133,37.59458609,0,0,0,0,0,0,0,0
938100,1955400,938400,1955700,126.800488,37.59728995,0,0,0,0,0,0,0,0
938100,1955700,938400,1956000,126.8004627,37.5999938,0,0,0,0,0,0,0,0
938400,1951200,938700,1951500,126.8042385,37.55945594,0,0,0,0,0,1,2,0
938400,1951500,938700,1951800,126.8042134,37.56215981,0,0,0,0,0,0,1,0
938400,1951800,938700,1952100,126.8041882,37.56486369,0,0,1,0,0,0,0,0
938400,1952100,938700,1952400,126.8041631,37.56756755,1,0,0,0,0,0,0,0
938400,1955100,938700,1955400,126.8039114,37.59460618,0,0,0,0,0,0,0,0
938400,1955400,938700,1955700,126.8038862,37.59731004,0,0,0,0,1,0,0,0
938700,1950900,939000,1951200,126.80766,37.55677203,0,0,0,0,0,0,0,1
938700,1951200,939000,1951500,126.807635,37.55947591,0,0,0,0,0,0,0,18
938700,1951500,939000,1951800,126.80761,37.56217978,0,0,0,0,0,1,0,17
938700,1951800,939000,1952100,126.807585,37.56488366,1,0,0,0,0,1,0,70
938700,1952100,939000,1952400,126.8075599,37.56758753,1,1,0,1,0,2,1,41
938700,1952400,939000,1952700,126.8075349,37.5702914,0,0,0,0,0,1,0,33
939000,1944000,939300,1944300,126.8116281,37.49460238,0,0,0,0,0,0,0,0
939000,1950600,939300,1950900,126.8110813,37.55408802,0,0,0,0,0,0,0,0
939000,1950900,939300,1951200,126.8110564,37.5567919,0,0,0,0,0,0,0,36
939000,1951200,939300,1951500,126.8110315,37.55949578,0,1,0,1,2,1,0,28
939000,1951500,939300,1951800,126.8110066,37.56219965,1,0,0,0,0,2,2,4
939000,1951800,939300,1952100,126.8109817,37.56490353,0,0,0,0,0,0,1,10
939000,1952100,939300,1952400,126.8109568,37.5676074,0,0,0,0,0,0,0,35
939000,1952400,939300,1952700,126.8109319,37.57031128,0,0,0,1,0,0,0,42
939000,1952700,939300,1953000,126.810907,37.57301515,0,1,0,0,0,0,0,25
939000,1953000,939300,1953300,126.8108821,37.57571902,0,0,0,0,0,0,1,0
939300,1941600,939600,1941900,126.8152191,37.47299079,0,0,0,0,0,0,0,0
939300,1941900,939600,1942200,126.8151945,37.47569471,0,0,0,0,0,0,0,0
939300,1942200,939600,1942500,126.8151698,37.47839863,0,0,0,0,0,0,0,0
939300,1943700,939600,1944000,126.8150464,37.49191819,0,0,0,0,0,0,0,0
939300,1949400,939600,1949700,126.8145766,37.54329226,0,0,0,0,0,0,0,0
939300,1950300,939600,1950600,126.8145023,37.55140391,0,0,0,0,0,0,0,0
939300,1950600,939600,1950900,126.8144776,37.55410779,1,0,0,0,0,1,0,99
939300,1950900,939600,1951200,126.8144528,37.55681167,0,1,2,0,0,1,0,101
939300,1951200,939600,1951500,126.814428,37.55951555,0,0,0,0,0,0,0,51
939300,1951500,939600,1951800,126.8144032,37.56221943,1,0,0,0,0,1,1,14
939300,1951800,939600,1952100,126.8143785,37.56492331,0,0,0,0,0,0,0,38
939300,1952100,939600,1952400,126.8143537,37.56762718,0,0,0,0,0,0,0,52
939300,1952400,939600,1952700,126.8143289,37.57033106,0,0,0,0,0,0,0,49
939300,1952700,939600,1953000,126.8143041,37.57303493,0,0,0,0,0,0,0,40
939300,1953000,939600,1953300,126.8142793,37.5757388,2,0,0,0,0,1,0,12
939600,1941600,939900,1941900,126.8186117,37.47301041,0,0,0,0,0,0,0,0
939600,1941900,939900,1942200,126.8185872,37.47571433,0,0,0,0,0,0,0,0
939600,1942200,939900,1942500,126.8185626,37.47841824,0,0,0,0,0,0,0,0
939600,1942500,939900,1942800,126.8185381,37.48112216,0,0,0,0,0,0,0,0
939600,1942800,939900,1943100,126.8185135,37.48382608,0,0,0,0,0,0,0,0
939600,1943100,939900,1943400,126.8184889,37.48652999,0,0,0,0,0,0,0,0
939600,1943700,939900,1944000,126.8184398,37.49193782,0,0,0,0,0,0,0,18
939600,1949100,939900,1949400,126.817997,37.54060803,0,0,0,0,0,0,0,0
939600,1949400,939900,1949700,126.8179724,37.54331192,0,0,0,0,0,0,0,0
939600,1949700,939900,1950000,126.8179477,37.54601581,0,0,0,0,0,0,0,0
939600,1950000,939900,1950300,126.8179231,37.54871969,0,0,0,0,0,0,0,0
939600,1950300,939900,1950600,126.8178985,37.55142358,0,0,0,0,0,0,0,0
939600,1950600,939900,1950900,126.8178738,37.55412746,0,0,0,0,0,0,0,63
939600,1950900,939900,1951200,126.8178492,37.55683134,0,1,0,0,0,0,0,22
939600,1951200,939900,1951500,126.8178245,37.55953522,0,0,0,0,0,0,1,0
939600,1951500,939900,1951800,126.8177999,37.5622391,1,0,0,0,0,0,0,1
939600,1951800,939900,1952100,126.8177752,37.56494298,0,0,0,0,0,0,0,1
939600,1952100,939900,1952400,126.8177505,37.56764686,1,0,0,0,0,1,3,3
939600,1952400,939900,1952700,126.8177259,37.57035074,1,2,0,0,0,2,0,3
939600,1952700,939900,1953000,126.8177012,37.57305461,0,0,0,0,0,0,0,8
939600,1953000,939900,1953300,126.8176765,37.57575849,1,0,0,0,0,2,1,3
939900,1941900,940200,1942200,126.8219799,37.47573384,0,0,0,0,0,0,0,0
939900,1942200,940200,1942500,126.8219554,37.47843776,0,0,0,0,0,0,0,0
939900,1942500,940200,1942800,126.821931,37.48114168,0,0,0,0,0,0,0,0
939900,1942800,940200,1943100,126.8219066,37.4838456,0,0,0,0,0,0,0,0
939900,1943400,940200,1943700,126.8218577,37.48925343,0,0,0,0,0,2,0,0
939900,1943700,940200,1944000,126.8218332,37.49195735,0,1,0,0,0,0,0,92
939900,1948200,940200,1948500,126.8214662,37.53251591,0,0,0,0,0,0,0,0
939900,1948500,940200,1948800,126.8214417,37.53521981,0,0,0,0,0,0,0,8
939900,1948800,940200,1949100,126.8214172,37.5379237,0,0,0,0,0,1,0,0
939900,1949100,940200,1949400,126.8213927,37.54062759,0,0,0,0,0,0,0,0
939900,1949400,940200,1949700,126.8213681,37.54333148,0,0,0,0,0,0,0,0
939900,1949700,940200,1950000,126.8213436,37.54603537,0,0,0,0,0,0,0,39
939900,1950000,940200,1950300,126.8213191,37.54873926,0,0,0,0,0,0,0,0
939900,1950300,940200,1950600,126.8212946,37.55144315,0,0,0,0,0,1,0,0
939900,1950600,940200,1950900,126.8212701,37.55414703,0,0,0,0,0,0,0,0
939900,1950900,940200,1951200,126.8212456,37.55685092,1,0,0,0,0,1,1,0
939900,1951200,940200,1951500,126.821221,37.5595548,0,0,0,0,0,0,1,0
939900,1951500,940200,1951800,126.8211965,37.56225868,0,0,0,0,0,2,2,0
939900,1951800,940200,1952100,126.821172,37.56496256,0,0,0,0,0,0,0,0
939900,1952100,940200,1952400,126.8211474,37.56766644,1,0,0,0,0,1,0,0
939900,1952400,940200,1952700,126.8211229,37.57037032,0,0,0,0,0,0,1,0
939900,1952700,940200,1953000,126.8210983,37.5730742,0,0,0,0,0,1,0,17
940200,1941900,940500,1942200,126.8253726,37.47575326,0,0,0,0,0,0,0,0
940200,1942200,940500,1942500,126.8253483,37.47845719,0,0,0,0,0,0,0,0
940200,1943700,940500,1944000,126.8252267,37.49197678,0,0,0,0,0,0,0,43
940200,1944000,940500,1944300,126.8252024,37.4946807,1,1,0,0,0,3,0,0
940200,1947900,940500,1948200,126.8248858,37.52983148,0,0,0,0,0,0,0,0
940200,1948200,940500,1948500,126.8248614,37.53253537,0,0,0,0,0,0,0,1
940200,1948500,940500,1948800,126.8248371,37.53523927,0,0,0,0,0,0,0,81
940200,1948800,940500,1949100,126.8248127,37.53794317,5,0,0,0,0,4,0,0
940200,1949100,940500,1949400,126.8247883,37.54064706,0,0,0,0,0,0,0,2
940200,1950600,940500,1950900,126.8246663,37.55416651,0,0,0,0,0,0,0,0
940200,1950900,940500,1951200,126.8246419,37.5568704,0,0,0,0,0,0,0,0
940200,1951200,940500,1951500,126.8246175,37.55957428,0,0,0,0,0,0,2,0
940200,1951500,940500,1951800,126.8245931,37.56227816,0,0,0,0,0,0,0,0
940200,1951800,940500,1952100,126.8245687,37.56498205,0,0,0,0,0,0,0,0
940200,1952100,940500,1952400,126.8245443,37.56768593,0,0,0,0,0,0,1,1
940200,1952400,940500,1952700,126.8245199,37.57038981,0,0,0,0,0,0,0,2
940500,1941900,940800,1942200,126.8287653,37.47577259,0,0,0,0,0,0,0,0
940500,1944000,940800,1944300,126.8285959,37.49470003,2,0,0,0,0,0,0,0
940500,1947600,940800,1947900,126.8283052,37.52714694,0,0,0,0,0,1,0,0
940500,1947900,940800,1948200,126.828281,37.52985084,0,0,0,0,0,1,0,0
940500,1948200,940800,1948500,126.8282567,37.53255474,1,0,0,1,0,2,0,0
940500,1948500,940800,1948800,126.8282325,37.53525863,0,2,0,0,1,1,3,45
940500,1948800,940800,1949100,126.8282082,37.53796253,0,2,1,0,0,1,1,90
940500,1950900,940800,1951200,126.8280383,37.55688977,0,0,0,0,0,0,1,0
940500,1951200,940800,1951500,126.828014,37.55959366,0,0,0,0,0,0,0,0
940500,1951500,940800,1951800,126.8279898,37.56229755,0,0,0,0,0,0,0,0
940500,1951800,940800,1952100,126.8279655,37.56500143,0,0,0,0,0,0,1,0
940500,1952100,940800,1952400,126.8279412,37.56770531,0,0,0,0,0,0,2,0
940500,1952400,940800,1952700,126.8279169,37.5704092,0,0,0,0,0,0,0,0
940800,1943700,941100,1944000,126.8320136,37.49201535,0,2,0,0,0,1,0,0
940800,1947300,941100,1947600,126.8317244,37.52446229,0,0,0,0,0,0,0,3
940800,1947600,941100,1947900,126.8317003,37.5271662,0,0,0,0,1,0,0,47
940800,1947900,941100,1948200,126.8316761,37.5298701,1,0,0,0,0,0,1,13
940800,1948200,941100,1948500,126.831652,37.532574,0,1,0,1,0,2,1,69
940800,1948500,941100,1948800,126.8316279,37.5352779,0,0,0,0,0,0,2,76
940800,1948800,941100,1949100,126.8316038,37.5379818,0,1,0,0,0,1,0,66
940800,1950600,941100,1950900,126.8314589,37.55420517,0,1,0,1,0,0,1,15
940800,1950900,941100,1951200,126.8314347,37.55690906,0,0,0,0,0,0,1,0
940800,1951200,941100,1951500,126.8314106,37.55961294,0,0,0,0,0,0,1,0
940800,1951500,941100,1951800,126.8313864,37.56231683,0,0,0,0,0,0,0,0
940800,1951800,941100,1952100,126.8313622,37.56502072,0,0,0,0,0,0,0,0
940800,1952100,941100,1952400,126.8313381,37.5677246,0,0,0,0,0,0,0,0
940800,1952400,941100,1952700,126.8313139,37.57042849,0,0,0,0,0,0,0,0
941100,1941600,941400,1941900,126.8355747,37.47310701,0,0,0,0,0,0,0,0
941100,1943400,941400,1943700,126.835431,37.48933057,1,0,0,0,0,0,0,0
941100,1943700,941400,1944000,126.835407,37.49203449,0,0,0,0,0,0,0,0
941100,1947000,941400,1947300,126.8351433,37.52177755,0,1,0,1,0,2,1,0
941100,1947300,941400,1947600,126.8351193,37.52448146,0,0,0,0,0,0,0,0
941100,1947600,941400,1947900,126.8350953,37.52718536,0,0,0,0,0,0,0,92
941100,1947900,941400,1948200,126.8350713,37.52988927,0,0,0,0,0,1,1,41
941100,1948200,941400,1948500,126.8350473,37.53259317,0,0,0,0,0,0,1,58
941100,1948500,941400,1948800,126.8350233,37.53529707,1,1,0,0,0,1,0,75
941100,1948800,941400,1949100,126.8349993,37.53800097,0,1,0,0,0,0,0,68
941100,1949100,941400,1949400,126.8349753,37.54070487,0,0,0,0,0,0,0,48
941100,1949400,941400,1949700,126.8349513,37.54340877,0,0,1,0,0,1,0,57
941100,1950300,941400,1950600,126.8348792,37.55152045,0,1,0,0,0,1,1,32
941100,1950600,941400,1950900,126.8348552,37.55422435,4,0,0,0,0,5,1,13
941100,1950900,941400,1951200,126.8348311,37.55692824,1,0,0,0,0,1,1,0
941100,1951200,941400,1951500,126.8348071,37.55963213,0,0,0,0,0,0,3,0
941100,1951500,941400,1951800,126.834783,37.56233602,0,0,0,0,0,0,1,0
941100,1951800,941400,1952100,126.834759,37.56503991,0,0,0,0,0,0,0,0
941100,1952100,941400,1952400,126.8347349,37.56774379,0,0,0,0,0,0,1,0
941100,1952400,941400,1952700,126.8347109,37.57044768,0,0,0,0,0,0,0,0
941100,1952700,941400,1953000,126.8346868,37.57315156,0,0,0,0,0,0,0,0
941400,1941900,941700,1942200,126.8389435,37.47582997,0,0,0,0,0,0,0,0
941400,1942200,941700,1942500,126.8389197,37.4785339,0,0,0,0,0,0,0,0
941400,1943400,941700,1943700,126.8388243,37.48934961,1,2,0,1,0,3,0,8
941400,1943700,941700,1944000,126.8388005,37.49205353,0,1,0,0,0,0,0,9
941400,1944000,941700,1944300,126.8387767,37.49475745,0,0,0,0,0,0,0,1
941400,1944300,941700,1944600,126.8387528,37.49746138,0,0,0,0,0,0,0,2
941400,1945800,941700,1946100,126.8386336,37.51098096,0,0,0,0,0,0,0,0
941400,1947000,941700,1947300,126.8385381,37.52179661,0,0,0,0,0,0,0,28
941400,1947300,941700,1947600,126.8385142,37.52450052,0,1,1,1,0,1,1,19
941400,1947600,941700,1947900,126.8384904,37.52720443,0,0,0,0,0,0,0,93
941400,1947900,941700,1948200,126.8384665,37.52990833,0,1,0,0,0,0,1,39
941400,1948200,941700,1948500,126.8384426,37.53261224,0,2,0,0,0,0,0,77
941400,1948500,941700,1948800,126.8384187,37.53531614,0,0,0,0,0,0,1,8
941400,1948800,941700,1949100,126.8383948,37.53802004,0,0,0,0,0,0,0,7
941400,1949100,941700,1949400,126.8383709,37.54072394,1,1,0,0,0,2,3,11
941400,1949400,941700,1949700,126.838347,37.54342784,0,1,0,1,0,1,0,36
941400,1949700,941700,1950000,126.8383231,37.54613174,0,0,0,0,0,0,0,5
941400,1950000,941700,1950300,126.8382992,37.54883564,0,0,0,0,0,0,0,0
941400,1950600,941700,1950900,126.8382514,37.55424343,0,0,0,0,0,0,0,18
941400,1950900,941700,1951200,126.8382275,37.55694733,0,0,0,0,0,0,1,12
941400,1951200,941700,1951500,126.8382036,37.55965122,0,0,0,0,0,0,3,2
941400,1951500,941700,1951800,126.8381797,37.56235511,0,0,0,0,0,0,2,3
941400,1951800,941700,1952100,126.8381558,37.565059,0,0,0,0,0,0,1,0
941400,1952100,941700,1952400,126.8381318,37.56776289,0,0,0,0,0,0,2,0
941400,1952400,941700,1952700,126.8381079,37.57046678,1,0,0,0,1,1,0,23
941400,1952700,941700,1953000,126.838084,37.57317066,0,0,1,0,0,0,2,30
941700,1941600,942000,1941900,126.8423599,37.47314497,0,0,0,0,0,0,0,0
941700,1941900,942000,1942200,126.8423362,37.4758489,0,0,0,0,0,0,0,0
941700,1942200,942000,1942500,126.8423125,37.47855284,0,0,0,0,0,0,0,0
941700,1942500,942000,1942800,126.8422888,37.48125677,0,0,0,0,0,0,0,0
941700,1943700,942000,1944000,126.842194,37.49207248,0,0,0,0,0,0,1,25
941700,1944000,942000,1944300,126.8421703,37.4947764,0,0,0,0,0,0,2,28
941700,1944300,942000,1944600,126.8421465,37.49748032,1,1,1,0,0,1,0,0
941700,1945800,942000,1946100,126.8420279,37.51099992,0,1,0,0,0,0,0,0
941700,1946100,942000,1946400,126.8420042,37.51370384,0,0,0,0,0,1,0,4
941700,1946400,942000,1946700,126.8419804,37.51640775,0,0,0,1,0,0,0,0
941700,1946700,942000,1947000,126.8419567,37.51911166,0,1,0,0,0,0,1,33
941700,1947000,942000,1947300,126.8419329,37.52181557,1,0,0,0,0,1,2,40
941700,1947300,942000,1947600,126.8419092,37.52451949,0,0,0,0,0,1,0,11
941700,1947600,942000,1947900,126.8418854,37.52722339,1,0,0,0,0,0,0,155
941700,1947900,942000,1948200,126.8418617,37.5299273,0,1,0,1,0,1,0,36
941700,1948200,942000,1948500,126.8418379,37.53263121,0,0,0,0,0,0,0,21
941700,1948500,942000,1948800,126.8418141,37.53533511,1,1,0,0,0,1,0,25
941700,1948800,942000,1949100,126.8417904,37.53803902,0,0,0,0,0,0,0,13
941700,1949100,942000,1949400,126.8417666,37.54074292,1,0,0,0,0,0,2,14
941700,1949400,942000,1949700,126.8417428,37.54344682,0,0,0,0,0,1,0,33
941700,1949700,942000,1950000,126.8417191,37.54615072,0,1,0,0,0,0,0,30
941700,1950900,942000,1951200,126.8416239,37.55696631,0,1,0,0,0,0,0,62
941700,1951200,942000,1951500,126.8416001,37.55967021,2,0,0,0,0,1,1,14
941700,1951500,942000,1951800,126.8415763,37.5623741,0,1,1,0,0,0,0,23
941700,1951800,942000,1952100,126.8415525,37.56507799,0,0,0,0,0,1,1,6
941700,1952100,942000,1952400,126.8415287,37.56778188,0,0,0,0,0,0,1,19
941700,1952400,942000,1952700,126.8415049,37.57048577,0,1,0,0,0,1,1,30
941700,1952700,942000,1953000,126.8414811,37.57318966,0,0,0,0,0,0,0,2
942000,1941600,942300,1941900,126.8457525,37.4731638,0,0,0,0,0,0,0,0
942000,1941900,942300,1942200,126.8457289,37.47586774,0,0,0,0,0,0,0,0
942000,1942200,942300,1942500,126.8457054,37.47857167,0,0,0,0,0,1,0,0
942000,1944000,942300,1944300,126.8455638,37.49479525,0,0,0,0,0,1,3,8
942000,1944300,942300,1944600,126.8455402,37.49749917,0,1,0,1,0,3,0,9
942000,1944600,942300,1944900,126.8455166,37.5002031,0,0,0,0,0,0,0,19
942000,1944900,942300,1945200,126.845493,37.50290702,0,1,0,0,0,0,0,47
942000,1945800,942300,1946100,126.8454222,37.51101878,3,0,0,0,0,3,0,0
942000,1946100,942300,1946400,126.8453986,37.5137227,1,0,0,0,0,1,0,0
942000,1946400,942300,1946700,126.845375,37.51642661,1,2,0,0,0,1,0,0
942000,1946700,942300,1947000,126.8453514,37.51913053,0,0,0,0,0,0,1,2
942000,1947000,942300,1947300,126.8453277,37.52183444,0,1,0,0,0,0,0,28
942000,1947300,942300,1947600,126.8453041,37.52453835,0,1,0,1,0,1,0,42
942000,1947600,942300,1947900,126.8452805,37.52724227,0,0,0,0,0,0,2,164
942000,1947900,942300,1948200,126.8452568,37.52994617,0,0,0,0,0,1,0,49
942000,1948200,942300,1948500,126.8452332,37.53265008,0,0,0,0,0,1,2,13
942000,1948500,942300,1948800,126.8452096,37.53535399,0,0,0,0,0,0,0,22
942000,1948800,942300,1949100,126.8451859,37.5380579,0,0,0,0,0,0,0,25
942000,1949100,942300,1949400,126.8451623,37.5407618,0,0,0,0,0,0,1,17
942000,1949400,942300,1949700,126.8451386,37.54346571,1,0,1,0,0,2,2,11
942000,1949700,942300,1950000,126.845115,37.54616961,0,0,0,0,0,0,0,2
942000,1951200,942300,1951500,126.8449967,37.5596891,0,0,0,0,0,1,0,86
942000,1951500,942300,1951800,126.844973,37.562393,1,0,0,0,0,1,0,9
942000,1951800,942300,1952100,126.8449493,37.56509689,1,0,0,0,0,1,2,7
942000,1952100,942300,1952400,126.8449256,37.56780078,0,1,0,0,0,0,0,8
942000,1952400,942300,1952700,126.8449019,37.57050467,1,0,0,1,0,2,0,0
942300,1944300,942600,1944600,126.848934,37.49751793,0,0,0,0,0,0,0,7
942300,1944600,942600,1944900,126.8489105,37.50022185,0,0,0,0,0,0,0,27
942300,1944900,942600,1945200,126.848887,37.50292578,0,0,0,0,0,1,3,5
942300,1945200,942600,1945500,126.8488635,37.5056297,1,0,0,0,0,1,0,16
942300,1945500,942600,1945800,126.84884,37.50833362,0,0,0,0,0,1,0,0
942300,1945800,942600,1946100,126.8488165,37.51103754,0,0,0,0,0,0,0,0
942300,1946100,942600,1946400,126.848793,37.51374146,0,0,0,0,1,0,0,0
942300,1946400,942600,1946700,126.8487696,37.51644538,0,0,0,0,0,0,0,72
942300,1946700,942600,1947000,126.8487461,37.5191493,0,0,0,0,0,0,0,19
942300,1947000,942600,1947300,126.8487225,37.52185321,1,0,0,0,0,1,0,34
942300,1947300,942600,1947600,126.848699,37.52455713,2,1,0,0,0,2,0,50
942300,1947600,942600,1947900,126.8486755,37.52726104,0,0,0,0,0,0,0,81
942300,1947900,942600,1948200,126.848652,37.52996495,0,2,1,0,0,0,1,111
942300,1948200,942600,1948500,126.8486285,37.53266886,0,1,0,1,0,1,0,18
942300,1948500,942600,1948800,126.848605,37.53537277,0,0,0,0,0,0,0,20
942300,1948800,942600,1949100,126.8485815,37.53807668,0,0,0,0,0,0,0,21
942300,1949100,942600,1949400,126.8485579,37.54078058,1,0,0,0,0,1,1,13
942300,1949400,942600,1949700,126.8485344,37.54348449,0,2,0,1,0,1,0,24
942300,1949700,942600,1950000,126.8485109,37.54618839,0,0,0,0,0,0,0,25
942300,1951200,942600,1951500,126.8483932,37.5597079,1,1,0,1,0,3,0,23
942300,1951500,942600,1951800,126.8483696,37.56241179,1,0,0,0,0,1,0,0
942300,1951800,942600,1952100,126.8483461,37.56511569,0,0,0,0,0,0,1,0
942300,1952100,942600,1952400,126.8483225,37.56781958,1,0,0,0,0,1,2,0
942600,1943100,942900,1943400,126.8524211,37.48672086,1,4,0,1,0,3,1,19
942600,1943400,942900,1943700,126.8523977,37.48942479,0,0,0,0,0,0,0,37
942600,1943700,942900,1944000,126.8523744,37.49212872,0,0,0,0,0,0,0,68
942600,1944000,942900,1944300,126.852351,37.49483265,0,0,0,0,0,0,0,8
942600,1944300,942900,1944600,126.8523277,37.49753658,0,0,0,0,0,2,0,23
942600,1944600,942900,1944900,126.8523043,37.50024051,0,0,0,1,0,1,1,78
942600,1944900,942900,1945200,126.852281,37.50294444,0,0,0,0,0,0,1,38
942600,1945200,942900,1945500,126.8522576,37.50564836,0,1,1,0,4,0,1,34
942600,1945500,942900,1945800,126.8522342,37.50835228,1,0,0,0,0,0,0,2
942600,1945800,942900,1946100,126.8522109,37.51105621,0,0,0,0,0,0,0,0
942600,1946100,942900,1946400,126.8521875,37.51376013,0,0,0,0,0,0,0,0
942600,1946400,942900,1946700,126.8521641,37.51646405,1,0,0,0,0,0,0,51
942600,1946700,942900,1947000,126.8521407,37.51916797,0,0,1,0,0,0,2,15
942600,1947000,942900,1947300,126.8521174,37.52187188,0,0,0,0,0,0,0,58
942600,1947300,942900,1947600,126.852094,37.5245758,0,0,0,0,0,2,0,8
942600,1947600,942900,1947900,126.8520706,37.52727971,1,0,0,0,0,0,1,32
942600,1947900,942900,1948200,126.8520472,37.52998363,0,0,0,0,0,0,0,164
942600,1948200,942900,1948500,126.8520238,37.53268754,1,0,0,0,0,1,1,12
942600,1950300,942900,1950600,126.85186,37.55161489,0,1,0,0,0,0,0,81
942600,1950600,942900,1950900,126.8518366,37.55431879,0,0,0,0,0,0,0,58
942600,1950900,942900,1951200,126.8518131,37.55702269,2,0,0,0,0,2,1,2
942600,1951200,942900,1951500,126.8517897,37.55972659,3,0,0,0,3,4,0,0
942600,1951500,942900,1951800,126.8517663,37.56243049,0,0,0,0,0,1,1,5
942600,1951800,942900,1952100,126.8517429,37.56513439,0,0,0,0,0,0,0,7
942900,1942800,943200,1943100,126.8558375,37.48403548,0,0,0,0,0,2,0,30
942900,1943100,943200,1943400,126.8558143,37.48673941,0,1,0,0,0,0,1,54
942900,1943400,943200,1943700,126.8557911,37.48944335,0,1,0,0,0,0,1,15
942900,1943700,943200,1944000,126.8557678,37.49214728,0,1,0,1,0,2,2,40
942900,1944000,943200,1944300,126.8557446,37.49485121,0,0,0,0,0,0,0,96
942900,1944300,943200,1944600,126.8557214,37.49755514,1,0,1,0,0,0,2,82
942900,1944600,943200,1944900,126.8556982,37.50025907,1,0,0,0,0,1,0,93
942900,1944900,943200,1945200,126.8556749,37.502963,0,0,0,0,0,0,0,84
942900,1945200,943200,1945500,126.8556517,37.50566692,1,0,0,0,0,1,2,24
942900,1945500,943200,1945800,126.8556284,37.50837085,0,0,0,0,0,0,0,0
942900,1945800,943200,1946100,126.8556052,37.51107477,1,0,0,0,0,1,0,0
942900,1946100,943200,1946400,126.8555819,37.5137787,0,1,0,1,0,2,1,0
942900,1946400,943200,1946700,126.8555587,37.51648262,2,0,0,0,0,4,0,0
942900,1946700,943200,1947000,126.8555354,37.51918654,0,1,0,1,0,1,0,98
942900,1947000,943200,1947300,126.8555122,37.52189046,0,0,0,0,0,1,1,29
942900,1947300,943200,1947600,126.8554889,37.52459437,0,0,1,0,0,1,1,28
942900,1947600,943200,1947900,126.8554657,37.52729829,0,1,1,0,0,0,1,57
942900,1947900,943200,1948200,126.8554424,37.53000221,0,0,0,0,0,0,0,181
942900,1948200,943200,1948500,126.8554191,37.53270612,0,1,0,1,0,1,0,50
942900,1948500,943200,1948800,126.8553959,37.53541003,0,0,0,0,0,0,0,62
942900,1950600,943200,1950900,126.8552329,37.55433739,0,0,0,0,0,1,0,27
942900,1950900,943200,1951200,126.8552096,37.55704129,0,0,0,0,0,0,1,3
942900,1951200,943200,1951500,126.8551863,37.55974519,1,0,0,0,0,1,1,0
942900,1951500,943200,1951800,126.855163,37.56244909,0,0,0,0,0,0,0,9
943200,1943100,943500,1943400,126.8592075,37.48675786,0,0,0,0,0,0,0,50
943200,1943400,943500,1943700,126.8591844,37.4894618,1,1,1,0,0,1,0,3
943200,1943700,943500,1944000,126.8591613,37.49216574,0,1,0,0,0,0,0,0
943200,1944000,943500,1944300,126.8591382,37.49486967,0,1,0,0,0,0,2,14
943200,1944300,943500,1944600,126.8591151,37.4975736,0,1,0,0,0,0,0,0
943200,1944600,943500,1944900,126.859092,37.50027753,0,0,0,0,0,0,0,16
943200,1944900,943500,1945200,126.8590689,37.50298146,0,1,0,0,0,0,0,27
943200,1945200,943500,1945500,126.8590458,37.50568539,0,1,0,0,0,2,1,9
943200,1945500,943500,1945800,126.8590227,37.50838932,0,1,0,0,1,2,0,0
943200,1945800,943500,1946100,126.8589995,37.51109324,3,0,0,0,0,1,0,0
943200,1946100,943500,1946400,126.8589764,37.51379717,0,2,0,1,0,1,0,1
943200,1946400,943500,1946700,126.8589533,37.51650109,0,0,0,0,0,0,2,0
943200,1946700,943500,1947000,126.8589301,37.51920501,0,0,0,0,0,0,1,0
943200,1947000,943500,1947300,126.858907,37.52190893,1,1,0,0,0,0,1,16
943200,1947300,943500,1947600,126.8588839,37.52461285,1,0,0,1,0,2,2,39
943200,1947600,943500,1947900,126.8588607,37.52731677,0,0,0,0,0,0,1,77
943200,1947900,943500,1948200,126.8588376,37.53002069,0,0,0,0,0,0,1,184
943200,1948200,943500,1948500,126.8588144,37.5327246,0,0,0,0,0,0,0,21
943200,1948500,943500,1948800,126.8587913,37.53542852,0,0,0,0,0,0,0,68
943200,1950600,943500,1950900,126.8586292,37.55435589,0,0,0,0,0,0,0,9
943200,1950900,943500,1951200,126.858606,37.55705979,0,1,0,1,0,1,2,19
943200,1951200,943500,1951500,126.8585828,37.55976369,0,0,0,0,0,0,0,3
943500,1943400,943800,1943700,126.8625778,37.48948016,0,0,0,0,0,1,0,12
943500,1943700,943800,1944000,126.8625548,37.49218409,0,0,0,0,0,0,0,41
943500,1944000,943800,1944300,126.8625318,37.49488803,0,0,0,0,0,0,0,0
